claim_id,state,district,latitude,longitude,claimed_area,recorded_area,submission_date,verification_date,approval_date,status,days_pending,claim_type,anomaly_flag,anomaly_type,severity
FRA-03836,Madhya Pradesh,Bhopal,22.925231,80.400457,9.72,9.57,2024-12-09,2022-04-26,,Under Verification,634,Community Forest Right,True,Delayed Processing,Medium
FRA-03837,Odisha,Sundargarh,21.904736,85.45169,10.6,10.35,2024-09-25,2024-11-30,2025-02-18,Approved,0,Community Forest Right,False,None,None
FRA-03838,Madhya Pradesh,Bhopal,24.154313,79.761179,12.81,11.84,2023-01-13,,,Pending,1330,Community Forest Resource,False,None,None
FRA-03839,Madhya Pradesh,Balaghat,23.761137,79.618867,11.76,13.47,2025-06-06,2025-09-29,2025-11-15,Approved,0,Community Forest Resource,False,None,None
FRA-03840,Odisha,Mayurbhanj,21.537867,85.190243,11.52,10.72,2023-08-14,2023-09-13,2023-12-07,Approved,0,Community Forest Right,False,None,None
FRA-03841,Chhattisgarh,Kanker,18.765959,81.624957,13.21,12.04,2025-02-06,,,Pending,575,Individual Forest Right,True,Delayed Processing,High
FRA-03842,Chhattisgarh,Bastar,20.23784,81.677003,13.29,12.8,2025-03-25,,,Under Verification,528,Individual Forest Right,True,Delayed Processing,Medium
FRA-03843,Madhya Pradesh,Dindori,23.645058,79.117123,8.02,7.18,2022-10-16,2022-11-13,2023-01-31,Approved,0,Community Forest Resource,False,None,None
FRA-03844,Jharkhand,Ranchi,22.765322,84.649394,7.85,8.32,2022-08-05,,,Rejected,0,Community Forest Resource,False,None,None
FRA-03845,Chhattisgarh,Bastar,19.801471,81.795491,9.94,10.39,2024-04-30,2024-07-29,,Under Verification,857,Community Forest Resource,False,None,None
FRA-03846,Maharashtra,Nashik,20.454004,73.586545,3.61,3.25,2024-12-18,,,Pending,625,Individual Forest Right,False,None,None
FRA-03847,Kerala,Kannur,11.78758,76.313212,1.83,2.79,2024-07-31,2024-10-25,2024-11-21,Approved,0,Community Forest Resource,True,Land Record Mismatch,Medium
FRA-03848,Madhya Pradesh,Mandla,24.453899,79.64938,4.65,5.04,2023-07-12,2023-11-05,2024-01-11,Approved,0,Individual Forest Right,False,None,None
FRA-03849,Chhattisgarh,Kanker,20.157668,82.370849,10.81,12.41,2024-10-08,2024-07-23,2024-08-25,Pending,696,Individual Forest Right,True,Delayed Processing,Medium
FRA-03850,Odisha,Mayurbhanj,20.549907,84.336675,3.99,4.31,2024-08-18,,,Pending,747,Community Forest Right,False,None,None
FRA-03851,Maharashtra,Chandrapur,18.706306,77.442592,8.56,9.74,2024-11-20,,,Under Verification,653,Individual Forest Right,True,Delayed Processing,High
FRA-03852,Maharashtra,Gadchiroli,20.853603,78.540035,3.81,3.38,2024-03-02,2024-06-08,2024-08-08,Approved,0,Individual Forest Right,False,None,None
FRA-03853,Chhattisgarh,Bastar,18.655726,80.637534,2.43,2.42,2022-08-21,2022-12-05,2022-12-12,Approved,0,Community Forest Resource,False,None,None
FRA-03854,Chhattisgarh,Kanker,20.46965,80.944143,8.39,7.36,2022-06-12,,,Pending,1545,Individual Forest Right,False,None,None
FRA-03855,Madhya Pradesh,Dindori,22.546613,80.428142,2.19,2.09,2024-07-17,2024-09-15,2024-10-01,Approved,0,Community Forest Resource,False,None,None
FRA-03856,Madhya Pradesh,Bhopal,23.436987,77.900987,14.05,12.02,2022-05-23,,,Pending,1565,Individual Forest Right,False,None,None
FRA-03857,Odisha,Koraput,19.40201,86.903485,2.96,2.69,2025-08-28,2025-10-04,2026-01-01,Approved,0,Individual Forest Right,False,None,None
FRA-03858,Chhattisgarh,Bastar,22.252859,81.958021,8.62,9.52,2025-05-07,2025-05-26,2025-07-05,Approved,0,Community Forest Right,False,None,None
FRA-03859,Madhya Pradesh,Balaghat,24.039902,77.143419,7.25,6.47,2024-10-02,2024-12-31,2025-02-10,Approved,0,Community Forest Resource,False,None,None
FRA-03860,Kerala,Wayanad,10.801715,77.106216,3.47,3.66,2023-12-20,2024-01-25,2024-03-16,Approved,0,Community Forest Right,False,None,None
FRA-03861,Kerala,Palakkad,10.763639,75.813647,1.49,1.41,2025-03-26,2025-04-20,2025-06-26,Approved,0,Community Forest Right,False,None,None
FRA-03862,Kerala,Wayanad,11.930408,77.369024,1.96,1.8,2022-09-15,2022-11-14,2023-01-14,Approved,0,Community Forest Resource,False,None,None
FRA-03863,Chhattisgarh,Surguja,22.87732,81.433277,1.85,2.04,2023-11-24,,,Pending,1015,Community Forest Right,False,None,None
FRA-03864,Odisha,Mayurbhanj,19.446005,83.224495,12.03,11.04,2024-11-25,2025-03-07,,Under Verification,648,Individual Forest Right,False,None,None
FRA-03865,Chhattisgarh,Bastar,20.94022,82.620778,0.78,0.67,2025-02-05,2025-04-06,2025-04-29,Approved,0,Community Forest Right,False,None,None
FRA-03866,Odisha,Koraput,18.870091,84.39536,8.03,8.39,2023-07-03,2023-07-13,2023-07-20,Approved,0,Community Forest Right,False,None,None
FRA-03867,Kerala,Idukki,12.101743,75.901886,10.89,11.63,2023-08-18,2023-12-01,2024-01-11,Approved,0,Individual Forest Right,False,None,None
FRA-03868,Madhya Pradesh,Bhopal,23.906943,80.659429,0.81,0.74,2022-01-05,2022-02-28,2022-03-18,Approved,0,Community Forest Resource,False,None,None
FRA-03869,Maharashtra,Gadchiroli,19.623871,73.126585,9.11,21.9,2023-12-16,2024-02-07,2024-02-27,Approved,0,Community Forest Resource,True,Land Record Mismatch,Medium
FRA-03870,Odisha,Koraput,19.622255,83.423647,6.18,13.8,2022-10-25,,,Pending,1410,Community Forest Right,True,Land Record Mismatch,High
FRA-03871,Jharkhand,West Singhbhum,23.96146,84.576337,2.56,1.06,2025-02-12,2025-03-14,,Under Verification,569,Community Forest Right,True,Land Record Mismatch,Medium
FRA-03872,Jharkhand,West Singhbhum,23.880201,84.309356,4.73,4.22,2025-12-26,2026-05-05,,Under Verification,252,Community Forest Resource,False,None,None
FRA-03873,Jharkhand,Simdega,22.842789,84.225493,4.8,4.92,2023-12-29,2024-03-19,2024-03-30,Approved,0,Community Forest Resource,False,None,None
FRA-03874,Maharashtra,Gadchiroli,21.920251,78.751193,5.58,5.53,2025-08-12,2023-11-19,2023-12-11,Under Verification,388,Community Forest Right,True,Delayed Processing,Medium
FRA-03875,Kerala,Wayanad,9.614063,76.958312,0.86,0.87,2022-11-23,2022-12-10,2023-03-07,Approved,0,Community Forest Right,False,None,None
FRA-03876,Kerala,Kannur,11.495042,76.104882,2.69,2.45,2022-01-13,2022-02-06,2022-04-14,Approved,0,Community Forest Right,False,None,None
FRA-03877,Madhya Pradesh,Balaghat,22.433651,77.679199,5.18,5.83,2025-09-15,,,Pending,354,Community Forest Resource,False,None,None
FRA-03878,Madhya Pradesh,Dindori,23.053154,80.975821,8.42,9.45,2023-12-11,2023-12-29,2024-03-05,Approved,0,Community Forest Resource,False,None,None
FRA-03879,Madhya Pradesh,Bhopal,22.970919,80.909861,7.01,6.03,2025-01-30,2025-03-02,2025-05-16,Approved,0,Individual Forest Right,False,None,None
FRA-03880,Maharashtra,Nandurbar,18.845147,79.782591,11.27,11.67,2022-07-31,2022-11-15,2023-01-28,Approved,0,Community Forest Resource,False,None,None
FRA-03881,Jharkhand,Simdega,23.085167,84.38181,12.28,13.32,2025-06-16,2024-04-08,2024-06-04,Under Verification,445,Community Forest Right,True,Delayed Processing,High
FRA-03882,Maharashtra,Chandrapur,19.529658,75.647151,1.19,1.1,2023-12-24,2024-03-30,2024-04-13,Approved,0,Community Forest Right,False,None,None
FRA-03883,Chhattisgarh,Kanker,19.780911,82.648361,13.27,13.58,2022-12-16,,,Pending,1358,Individual Forest Right,False,None,None
FRA-03884,Maharashtra,Chandrapur,20.514572,79.11768,2.05,1.89,2025-10-16,2026-01-16,,Under Verification,323,Individual Forest Right,False,None,None
FRA-03885,Madhya Pradesh,Balaghat,22.464145,80.701997,13.1,13.26,2024-04-18,2024-07-09,2024-07-29,Approved,0,Individual Forest Right,False,None,None
FRA-03886,Maharashtra,Gadchiroli,21.115809,74.485411,12.92,14.12,2022-03-29,2022-07-03,,Under Verification,1620,Community Forest Right,False,None,None
FRA-03887,Jharkhand,Gumla,24.223899,86.568833,8.35,9.13,2023-04-10,,,Pending,1243,Individual Forest Right,False,None,None
FRA-03888,Madhya Pradesh,Dindori,23.593367,78.855673,6.33,11.57,2025-11-11,2026-04-18,,Under Verification,297,Individual Forest Right,True,Land Record Mismatch,Medium
FRA-03889,Maharashtra,Nashik,18.140015,75.831964,7.53,8.6,2023-09-20,2023-12-29,2024-02-07,Approved,0,Community Forest Right,False,None,None
FRA-03890,Maharashtra,Gadchiroli,21.55851,74.977869,7.09,6.95,2023-03-01,,,Pending,1283,Individual Forest Right,False,None,None
FRA-03891,Kerala,Idukki,11.735332,75.931646,7.68,7.93,2025-05-12,2025-10-28,,Under Verification,480,Community Forest Right,False,None,None
FRA-03892,Chhattisgarh,Dantewada,19.132903,82.14799,3.67,4.18,2023-04-13,,,Pending,1240,Community Forest Resource,False,None,None
FRA-03893,Kerala,Wayanad,11.212925,77.470732,34.4,31.65,2023-10-20,,,Pending,1050,Individual Forest Right,True,Unusual Claim Area,High
FRA-03894,Madhya Pradesh,Dindori,22.992939,79.607509,3.84,4.36,2024-11-04,2025-02-25,2025-05-11,Approved,0,Community Forest Resource,False,None,None
FRA-03895,Kerala,Kannur,9.60018,75.885556,10.95,9.59,2022-07-31,,,Pending,1496,Community Forest Resource,False,None,None
FRA-03896,Odisha,Mayurbhanj,21.962792,84.92492,3.98,3.68,2025-09-16,2025-10-27,2026-01-08,Approved,0,Individual Forest Right,False,None,None
FRA-03897,Madhya Pradesh,Mandla,22.481946,77.300284,5.49,5.78,2022-09-02,,,Rejected,0,Individual Forest Right,False,None,None
FRA-03898,Jharkhand,Ranchi,22.163449,86.591563,4.66,4.49,2022-12-16,2023-01-21,2023-02-27,Approved,0,Community Forest Right,False,None,None
FRA-03899,Chhattisgarh,Surguja,19.560179,80.841711,14.48,23.13,2024-05-05,2024-09-07,,Under Verification,852,Community Forest Resource,True,Land Record Mismatch,Medium
FRA-03900,Maharashtra,Chandrapur,20.369814,76.2362,3.86,1.42,2022-02-08,2022-05-11,2022-07-21,Approved,0,Community Forest Right,True,Land Record Mismatch,High
FRA-03901,Maharashtra,Chandrapur,19.89569,78.886401,13.41,7.63,2024-06-06,2024-08-22,2024-09-02,Approved,0,Community Forest Resource,True,Land Record Mismatch,High
FRA-03902,Chhattisgarh,Surguja,19.421664,81.20644,10.88,11.06,2022-12-16,2023-02-23,2023-03-26,Approved,0,Community Forest Right,False,None,None
FRA-03903,Madhya Pradesh,Dindori,22.543825,80.233438,12.6,11.01,2025-03-01,2025-03-22,2025-06-01,Approved,0,Community Forest Right,False,None,None
FRA-03904,Chhattisgarh,Kanker,20.947362,80.604268,11.29,9.62,2025-11-14,2024-01-05,2024-01-10,Under Verification,294,Community Forest Resource,True,Delayed Processing,Medium
FRA-03905,Madhya Pradesh,Dindori,22.715571,78.649677,44.24,40.71,2023-02-09,,,Pending,1303,Community Forest Resource,True,Unusual Claim Area,Medium
FRA-03906,Jharkhand,Gumla,24.220129,84.564778,7.57,8.01,2025-02-17,2025-03-08,2025-04-28,Approved,0,Individual Forest Right,False,None,None
FRA-03907,Kerala,Palakkad,10.595131,76.259633,4.11,4.64,2022-06-30,2022-09-10,2022-09-23,Approved,0,Community Forest Resource,False,None,None
FRA-03908,Chhattisgarh,Kanker,20.518289,80.218011,11.03,11.89,2024-07-20,2024-08-18,2024-10-27,Approved,0,Community Forest Resource,False,None,None
FRA-03909,Madhya Pradesh,Dindori,22.39966,80.653414,10.44,10.54,2022-05-26,2022-09-01,2022-09-09,Approved,0,Individual Forest Right,False,None,None
FRA-03910,Jharkhand,West Singhbhum,23.342567,84.607719,7.91,7.3,2025-06-02,,,Pending,459,Community Forest Resource,False,None,None
FRA-03911,Odisha,Mayurbhanj,22.267071,87.479931,11.77,13.16,2023-01-12,,,Rejected,0,Community Forest Resource,False,None,None
FRA-03912,Madhya Pradesh,Mandla,23.064247,78.393488,9.11,8.41,2024-05-13,,,Pending,844,Individual Forest Right,False,None,None
FRA-03913,Chhattisgarh,Bastar,20.193356,81.897018,12.31,11.99,2025-10-22,2025-12-26,2026-01-20,Approved,0,Individual Forest Right,False,None,None
FRA-03914,Kerala,Kannur,10.994893,75.073396,10.35,9.67,2024-10-03,2024-10-23,2024-12-02,Approved,0,Individual Forest Right,False,None,None
FRA-03915,Chhattisgarh,Bastar,19.276616,81.31257,14.88,16.61,2024-12-06,2023-02-10,2023-03-12,Under Verification,637,Community Forest Right,True,Delayed Processing,Medium
FRA-03916,Maharashtra,Chandrapur,19.610778,74.712535,7.01,13.73,2025-02-13,2025-03-03,2025-05-08,Approved,0,Individual Forest Right,True,Land Record Mismatch,Medium
FRA-03917,Kerala,Kannur,12.422684,75.470588,13.2,13.94,2025-08-04,2025-09-13,2025-11-09,Approved,0,Community Forest Resource,False,None,None
FRA-03918,Madhya Pradesh,Dindori,22.899334,78.898071,1.58,1.54,2025-01-28,2025-03-07,2025-05-04,Approved,0,Community Forest Resource,False,None,None
FRA-03919,Chhattisgarh,Kanker,20.378137,82.502906,5.89,6.39,2024-11-04,2024-12-12,2025-01-29,Approved,0,Community Forest Right,False,None,None
FRA-03920,Kerala,Kannur,12.167588,75.905479,2.5,2.58,2023-11-26,,,Pending,1013,Community Forest Resource,False,None,None
FRA-03921,Kerala,Palakkad,10.819435,75.780137,13.2,21.52,2023-01-25,,,Rejected,0,Community Forest Right,True,Land Record Mismatch,High
FRA-03922,Madhya Pradesh,Balaghat,22.878518,80.388943,7.7,6.69,2022-09-04,2023-01-24,,Under Verification,1461,Community Forest Right,False,None,None
FRA-03923,Maharashtra,Gadchiroli,21.652555,79.072192,10.99,12.51,2024-06-16,,,Rejected,0,Individual Forest Right,False,None,None
FRA-03924,Maharashtra,Chandrapur,18.010216,79.672281,7.86,8.61,2022-03-05,2022-05-16,2022-06-22,Approved,0,Individual Forest Right,False,None,None
FRA-03925,Jharkhand,Ranchi,23.281269,85.31363,5.13,4.55,2024-12-09,2025-04-07,2025-04-25,Approved,0,Community Forest Resource,False,None,None
FRA-03926,Jharkhand,Ranchi,24.166565,86.96787,11.32,10.32,2023-02-28,,,Pending,1284,Community Forest Resource,False,None,None
FRA-03927,Odisha,Koraput,19.165872,85.119268,5.82,10.85,2024-01-06,2024-02-01,,Under Verification,972,Community Forest Right,True,Land Record Mismatch,High
FRA-03928,Odisha,Sundargarh,19.348753,83.668076,1.53,1.31,2025-09-26,,,Pending,343,Individual Forest Right,False,None,None
FRA-03929,Odisha,Sundargarh,18.737275,87.001264,14.87,14.78,2026-01-15,,,Pending,232,Community Forest Resource,True,Delayed Processing,High
FRA-03930,Jharkhand,Ranchi,23.947028,86.612288,13.96,15.33,2024-04-15,2024-05-12,,Under Verification,872,Individual Forest Right,False,None,None
FRA-03931,Madhya Pradesh,Dindori,22.946166,77.083387,10.55,9.9,2025-11-21,2026-02-15,2026-04-20,Approved,0,Individual Forest Right,False,None,None
FRA-03932,Maharashtra,Gadchiroli,19.173407,74.841145,10.51,11.7,2024-03-03,2024-07-06,,Under Verification,915,Community Forest Right,False,None,None
FRA-03933,Odisha,Keonjhar,20.072795,83.075162,8.57,7.97,2023-01-05,2023-03-03,2023-04-01,Approved,0,Community Forest Resource,False,None,None
FRA-03934,Maharashtra,Nandurbar,21.251484,75.482365,10.71,12.16,2025-04-20,2025-07-31,2025-08-11,Approved,0,Community Forest Resource,False,None,None
FRA-03935,Kerala,Wayanad,11.04168,76.894496,8.0,6.89,2022-08-10,2022-08-22,2022-09-20,Approved,0,Individual Forest Right,False,None,None
FRA-03936,Odisha,Sundargarh,19.540404,83.473841,12.13,11.73,2025-02-28,2025-07-03,,Under Verification,553,Individual Forest Right,False,None,None
FRA-03937,Chhattisgarh,Kanker,22.395869,81.801982,10.47,9.82,2022-05-24,,,Pending,1564,Individual Forest Right,False,None,None
FRA-03938,Odisha,Keonjhar,19.821436,84.977868,9.36,8.04,2022-03-25,,,Pending,1624,Community Forest Right,False,None,None
FRA-03939,Maharashtra,Nashik,18.52448,74.996331,78.85,82.34,2024-05-08,2024-09-05,2024-11-16,Approved,0,Community Forest Right,True,Unusual Claim Area,High
FRA-03940,Madhya Pradesh,Bhopal,22.712046,77.944573,7.54,7.5,2024-02-17,2024-07-31,,Under Verification,930,Community Forest Resource,False,None,None
FRA-03941,Kerala,Palakkad,11.730147,76.798783,2.42,2.69,2024-02-24,,,Pending,923,Community Forest Resource,False,None,None
FRA-03942,Jharkhand,West Singhbhum,22.784019,86.728124,8.95,7.93,2022-09-28,2022-12-24,2023-02-06,Approved,0,Community Forest Resource,False,None,None
FRA-03943,Madhya Pradesh,Balaghat,23.345233,79.498318,10.47,11.73,2023-02-21,,,Pending,1291,Individual Forest Right,False,None,None
FRA-03944,Jharkhand,West Singhbhum,23.009206,84.975906,2.26,2.38,2026-02-28,,,Under Verification,188,Community Forest Resource,True,Delayed Processing,High
FRA-03945,Jharkhand,West Singhbhum,22.579863,87.195192,14.81,13.91,2025-01-09,,,Pending,603,Individual Forest Right,False,None,None
FRA-03946,Kerala,Idukki,11.329714,76.717497,11.95,11.09,2023-07-26,2023-08-11,2023-10-12,Approved,0,Community Forest Right,False,None,None
FRA-03947,Odisha,Keonjhar,21.405369,85.161903,6.47,5.62,2023-11-16,2024-03-10,2024-06-06,Approved,0,Community Forest Right,False,None,None
FRA-03948,Odisha,Koraput,20.325496,87.410642,13.15,12.15,2025-09-17,2022-12-27,,Under Verification,352,Community Forest Resource,True,Delayed Processing,Medium
FRA-03949,Madhya Pradesh,Balaghat,22.785365,79.092778,9.18,9.7,2025-10-16,2026-03-18,,Under Verification,323,Community Forest Right,False,None,None
FRA-03950,Maharashtra,Nashik,19.921235,73.003396,10.93,10.47,2022-08-06,2022-11-07,2023-01-30,Approved,0,Community Forest Resource,False,None,None
FRA-03951,Kerala,Palakkad,12.455385,75.984224,14.25,15.69,2024-09-06,,,Pending,728,Community Forest Resource,False,None,None
FRA-03952,Jharkhand,Gumla,22.229976,87.438482,11.78,10.25,2024-04-05,2024-06-06,2024-08-06,Approved,0,Community Forest Resource,False,None,None
FRA-03953,Jharkhand,Ranchi,23.009386,84.813513,3.78,3.85,2023-03-02,,,Rejected,0,Individual Forest Right,False,None,None
FRA-03954,Chhattisgarh,Kanker,21.721113,81.230224,4.89,5.36,2024-11-22,2024-12-05,2025-02-26,Approved,0,Community Forest Right,False,None,None
FRA-03955,Odisha,Keonjhar,20.768087,85.036288,11.78,10.81,2025-11-23,2023-12-22,2024-01-27,Under Verification,285,Individual Forest Right,True,Delayed Processing,High
FRA-03956,Madhya Pradesh,Dindori,22.950727,77.193587,8.34,4.75,2022-06-06,,,Rejected,0,Community Forest Resource,True,Land Record Mismatch,Medium
FRA-03957,Madhya Pradesh,Bhopal,23.974641,79.356885,12.43,11.89,2024-02-29,2024-04-15,2024-07-10,Approved,0,Community Forest Resource,False,None,None
FRA-03958,Jharkhand,West Singhbhum,23.496671,84.134217,1.65,1.49,2023-03-24,2023-07-12,2023-08-26,Approved,0,Community Forest Right,False,None,None
FRA-03959,Madhya Pradesh,Mandla,24.230855,77.491324,5.04,4.97,2024-11-18,,,Pending,655,Individual Forest Right,False,None,None
FRA-03960,Jharkhand,West Singhbhum,23.293174,87.41621,1.85,2.02,2024-09-10,2024-12-22,2025-03-10,Approved,0,Individual Forest Right,False,None,None
FRA-03961,Chhattisgarh,Kanker,19.195115,80.986177,14.11,14.6,2022-11-13,2023-02-01,2023-03-12,Approved,0,Community Forest Right,False,None,None
FRA-03962,Jharkhand,West Singhbhum,24.40789,84.29391,13.1,13.95,2022-12-25,2023-04-07,,Under Verification,1349,Community Forest Right,False,None,None
FRA-03963,Odisha,Koraput,18.555559,83.350159,4.95,5.15,2024-09-24,2024-11-19,,Under Verification,710,Community Forest Right,False,None,None
FRA-03964,Chhattisgarh,Kanker,19.278159,82.997492,5.86,6.55,2024-01-12,2024-04-26,2024-05-09,Approved,0,Community Forest Resource,False,None,None
FRA-03965,Madhya Pradesh,Balaghat,23.902109,79.166572,11.19,10.89,2025-10-15,2025-11-27,2026-01-09,Approved,0,Individual Forest Right,False,None,None
FRA-03966,Maharashtra,Nandurbar,20.821443,77.081082,9.22,10.31,2025-10-23,2025-12-14,2026-01-15,Approved,0,Community Forest Resource,False,None,None
FRA-03967,Odisha,Mayurbhanj,19.871406,86.217869,12.37,10.98,2024-12-27,,,Pending,616,Community Forest Resource,False,None,None
FRA-03968,Kerala,Wayanad,10.989518,77.474352,1.73,1.86,2025-06-18,2025-02-12,2025-04-16,Pending,443,Individual Forest Right,True,Delayed Processing,Medium
FRA-03969,Jharkhand,Simdega,23.546094,85.760467,11.16,9.55,2025-12-02,2026-01-16,,Under Verification,276,Individual Forest Right,False,None,None
FRA-03970,Odisha,Keonjhar,21.57537,84.879506,5.59,4.97,2024-04-02,,,Pending,885,Community Forest Resource,False,None,None
FRA-03971,Jharkhand,Ranchi,22.239278,87.313778,10.97,11.86,2024-07-19,2024-09-23,2024-10-17,Approved,0,Individual Forest Right,False,None,None
FRA-03972,Chhattisgarh,Bastar,19.57797,80.818615,4.99,5.69,2025-05-05,,,Rejected,0,Individual Forest Right,False,None,None
